title,release_date,genre,imdb_rating,casts,movie_id
the getaway,1994,"Drama,Action,Thriller,Mystery",5.8,"Alec Baldwin,Kim Basinger,Michael Madsen",7164
how high 2,2019,"Comedy,TV Movie",2.9,"Mary Lynn Rajskub,Mike Epps,Alyssa Goss",7165
a christmas prince,2017,Romance,5.7,"Rose McIver,Ben Lamb,Alice Krige",7166
daddy day camp,2007,"Comedy,Family",3.1,"Cuba Gooding Jr.,Lochlyn Munro,Richard Gant",7167
mythica the darkspore,2015,"Action,Adventure,Fantasy",5.5,"Melanie Stone,Adam Johnson,Jake Stormoen",7168
maximum ride,2016,"Action,Adventure,Comedy,Fantasy,Science Fiction,Thriller",3.6,"Allie Marie Evans,Patrick Johnson,Lyliana Wray",7169
naked fear,2007,"Horror,Thriller",5.2,"Danielle De Luca,J.D. Garfield,Arron Shiver",7170
hustle flow,2005,Drama,7.3,"Terrence Howard,Ludacris,Anthony Anderson",7171
the great gilly hopkins,2015,"Comedy,Drama,Family",6.5,"Sophie Nélisse,Kathy Bates,Glenn Close",7172
tom and jerry the movie,1992,Animation,5.4,"Richard Kind,Dana Hill,Anndi McAfee",7173
flicka,2006,"Drama,Family",6.1,"Alison Lohman,Tim McGraw,Maria Bello",7174
a guide to recognizing your saints,2006,"Crime,Drama",7.0,"Robert Downey Jr.,Rosario Dawson,Shia LaBeouf",7175
the bridges of madison county,1995,"Drama,Romance",7.6,"Clint Eastwood,Meryl Streep,Annie Corley",7176
robot frank,2012,"Science Fiction,Comedy,Drama,Crime",7.1,"Peter Sarsgaard,Frank Langella,Susan Sarandon",7177
mater and the ghostlight,2006,"Animation,Family",6.6,"Larry the Cable Guy,Owen Wilson,Michael Wallis",7178
beware the slenderman,2016,"Crime,Documentary",6.2,"Morgan Geyser,Anissa Weier,Angie Geyser",7179
nobody knows,2004,"Comedy,Drama",3.2,"Linda Black,Alan Blumenfeld,Carmine Caridi",7180
rampart,2011,"Crime,Drama",5.8,"Woody Harrelson,Ben Foster,Sigourney Weaver",7181
churchill,2017,"Drama,History",6.1,"Brian Cox,Miranda Richardson,John Slattery",7182
line of duty,2019,"Thriller,Action,Crime",5.3,"Dina Meyer,Courtney Eaton,Giancarlo Esposito",7183
the imposter,2012,"Documentary,Mystery",7.5,"Adam O'Brian,Nicholas Barclay,Carey Gibson",7184
anne of green gables the sequel,1987,"Drama,Romance,Family",8.4,"Megan Follows,Colleen Dewhurst,Marilyn Lightstone",7185
good bye lenin,2003,"Comedy,Drama",7.7,"Daniel Brühl,Katrin Saß,Chulpan Khamatova",7186
the game changers,2019,Documentary,7.9,"James Wilks,Arnold Schwarzenegger,Patrik Baboumian",7187
geronimo an american legend,1993,"History,Western",6.5,"Jason Patric,Gene Hackman,Robert Duvall",7188
before i wake,2016,"Drama,Fantasy,Horror,Thriller",6.2,"Kate Bosworth,Thomas Jane,Jacob Tremblay",7189
selena,1997,"Drama,Music",6.8,"Jennifer Lopez,Edward James Olmos,Jon Seda",7190
dark water,2002,"Drama,Horror,Thriller",5.6,"Jennifer Connelly,Ariel Gade,John C. Reilly",7191
interstella 5555 the 5tory of the 5ecret 5tar 5ystem,2003,"Science Fiction,Music,Animation,Adventure",7.8,Romanthony,7192
band of outsiders,1964,"Crime,Drama,Romance",7.7,"Anna Karina,Claude Brasseur,Danièle Girard",7193
the entity,1982,"Horror,Mystery,Thriller",6.7,"Barbara Hershey,Ron Silver,David Labiosa",7194
alien outbreak,2020,"Science Fiction,Horror",3.5,"Katherine Drake,Ritchie Crane,Philip Alexander Baker",7195
the veil,2016,Horror,4.7,"Jessica Alba,Thomas Jane,Lily Rabe",7196
the secret life of bees,2008,"Adventure,Drama",7.3,"Dakota Fanning,Jennifer Hudson,Queen Latifah",7197
puss in boots the three diablos,2012,"Adventure,Animation,Comedy,Family",7.0,"Antonio Banderas,Gilles Marini,Charlotte Newhouse",7198
three wishes for cinderella,1973,"Fantasy,Drama,Family,Adventure,Romance",7.8,"Libuse Safránková,Pavel Trávnícek,Carola Braunbock",7199
picture this,2008,Comedy,5.3,"Ashley Tisdale,Kevin Pollak,Lauren Collins",7200
the red violin,1998,"Drama,Thriller,Mystery,Music,Romance",7.6,"Carlo Cecchi,Jean-Luc Bideau,Christoph Koncz",7201
great balls of fire,1989,Drama,6.3,"Dennis Quaid,Winona Ryder,John Doe",7202
the crow city of angels,1996,"Action,Fantasy,Thriller",4.7,"Vincent Perez,Mia Kirshner,Richard Brooks",7203
all roads lead to rome,2016,"Comedy,Romance",4.9,"Sarah Jessica Parker,Rosie Day,Raoul Bova",7204
it stains the sands red,2016,"Comedy,Horror,Drama",5.5,"Brittany Allen,Juan Riedinger,Merwin Mondesir",7205
pixie hollow games,2011,"Animation,Family",7.2,"Megan Hilty,Brenda Song,Jason Dolley",7206
domestic disturbance,2001,"Mystery,Thriller,Crime",5.6,"John Travolta,Nick Loren,Matt O'Leary",7207
the white crow,2019,Drama,6.5,"Oleg Ivenko,Ralph Fiennes,Louis Hofmann",7208
the eye,2002,"Drama,Horror,Thriller",5.4,"Jessica Alba,Alessandro Nivola,Parker Posey",7209
life or something like it,2002,"Comedy,Drama,Romance",5.8,"Angelina Jolie,Edward Burns,Tony Shalhoub",7210
mean creek,2004,"Crime,Drama",7.2,"Rory Culkin,Ryan Kelley,Scott Mechlowicz",7211
papicha,2019,Drama,7.0,"Lyna Khoudri,Shirine Boutella,Amira Hilda Douaouda",7212
the only living boy in new york,2017,Drama,6.3,"Callum Turner,Kate Beckinsale,Pierce Brosnan",7213
temple grandin,2010,Drama,8.3,"Claire Danes,Julia Ormond,David Strathairn",7214
holy man,1998,"Drama,Comedy",4.9,"Eddie Murphy,Jeff Goldblum,Kelly Preston",7215
finding steve mcqueen,2019,"Romance,Crime",6.2,"Travis Fimmel,Lily Rabe,Rachael Taylor",7216
equals,2015,"Drama,Romance,Science Fiction",6.1,"Nicholas Hoult,Kristen Stewart,Vernetta Lopez",7217
space battleship yamato,2010,Science Fiction,6.1,"Takuya Kimura,Meisa Kuroki,Toshirô Yanagiba",7218
good sam,2019,"Romance,Drama,Comedy",5.6,"Tiya Sircar,Chad Connell,Marco Grazzini",7219
better living through chemistry,2014,"Drama,Comedy",6.3,"Sam Rockwell,Olivia Wilde,Michelle Monaghan",7220
dreamscape,1984,Adventure,6.3,"Dennis Quaid,Max von Sydow,Christopher Plummer",7221
visions,2015,"Thriller,Horror",5.3,"Isla Fisher,Anson Mount,Gillian Jacobs",7222
dragon ball z the history of trunks,1993,"Action,Animation,Science Fiction,Drama",7.9,"Masako Nozawa,Mayumi Tanaka,Hiromi Tsuru",7223
juice,1992,"Action,Crime,Drama,Thriller",7.1,"Omar Epps,Tupac Shakur,Jermaine 'Huggy' Hopkins",7224
max manus man of war,2008,"Drama,History,War",7.3,"Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch",7225
beautiful girls,1996,"Comedy,Drama,Romance",7.1,"Matt Dillon,Timothy Hutton,Noah Emmerich",7226
cage dive,2017,"Horror,Drama,Thriller,Mystery",4.2,"Joel Hogan,Josh Potthoff,Megan Peta Hill",7227
dead presidents,1995,"Action,Drama,Crime",6.9,"Larenz Tate,Keith David,Chris Tucker",7228
dolphin tale 2,2014,"Family,Drama",6.4,"Morgan Freeman,Ashley Judd,Nathan Gamble",7229
the hills have eyes,1977,"Horror,Thriller",6.4,"Ted Levine,Kathleen Quinlan,Dan Byrd",7230
seal team six the raid on osama bin laden,2012,"Thriller,Action,Crime,Drama",5.7,"Cam Gigandet,Jenny Gabrielle,Anson Mount",7231
the big easy,1986,"Drama,Action,Crime,Mystery",6.5,"Dennis Quaid,Ellen Barkin,Ned Beatty",7232
the birth of a nation,2016,Drama,6.4,"Nate Parker,Armie Hammer,Penelope Ann Miller",7233
five easy pieces,1970,Drama,7.5,"Jack Nicholson,Karen Black,Billy Green Bush",7234
the whistleblower,2010,"Drama,Thriller,Crime",7.1,"Rachel Weisz,Monica Bellucci,Vanessa Redgrave",7235
dukun,2018,"Thriller,Horror",6.8,"Umie Aida,Faizal Hussein,Elyana",7236
dead buried,1981,"Horror,Mystery",6.6,"James Farentino,Melody Anderson,Jack Albertson",7237
racing stripes,2005,Comedy,5.2,"Frankie Muniz,David Spade,Snoop Dogg",7238
joe versus the volcano,1990,"Comedy,Romance",5.8,"Tom Hanks,Meg Ryan,Lloyd Bridges",7239
tomorrow when the war began,2010,"Action,Adventure,Drama",6.2,"Caitlin Stasey,Rachel Hurd-Wood,Lincoln Lewis",7240
six degrees of separation,1993,"Mystery,Drama,Comedy",6.8,"Will Smith,Stockard Channing,Donald Sutherland",7241
lone wolf mcquade,1983,"Action,Western,Crime",6.4,"Chuck Norris,David Carradine,Barbara Carrera",7242
astro kid,2019,"Animation,Comedy,Adventure,Family",6.5,"Timothé Vom Dorp,Edouard Baer,Marie-Eugénie Maréchal",7243
the railway children,2000,"Drama,Family",7.3,"Jack Blumenau,Clare Thomas,Jemima Rooper",7244
biutiful,2010,Drama,7.5,"Javier Bardem,Maricel Álvarez,Hanaa Bouchaib",7245
ghajini,2008,"Thriller,Action,Drama,Mystery",7.3,"Aamir Khan,Asin Thottumkal,Jiah Khan",7246
breaking in,2018,"Thriller,Crime,Action,Horror",5.4,"Gabrielle Union,Billy Burke,Richard Cabral",7247
one man band,2005,"Animation,Family",7.7,Andrew Jimenez,7248
city hall,1996,"Drama,Thriller",6.2,"Al Pacino,John Cusack,Bridget Fonda",7249
detective conan the phantom of baker street,2002,"Animation,Adventure,Mystery",7.8,"Minami Takayama,Hideyuki Tanaka,Wakana Yamazaki",7250
20 feet from stardom,2013,"Documentary,Music",7.4,"Darlene Love,Merry Clayton,Lisa Fischer",7251
what s in a name,2012,unknown,8.2,Rose Cory,7252
sleepover,2004,"Comedy,Family",5.4,"Alexa PenaVega,Mika Boorem,Scout Taylor-Compton",7253
french fried vacation 3,2006,Comedy,3.9,"Josiane Balasko,Michel Blanc,Marie-Anne Chazel",7254
the wackness,2008,Drama,7.0,"Josh Peck,Ben Kingsley,Olivia Thirlby",7255
casting jonbenet,2017,Documentary,6.1,"Hannah Cagwin,Aeona Cruz,Liv Bagley",7256
soul kitchen,2009,"Drama,Comedy",7.3,"Adam Bousdoukos,Moritz Bleibtreu,Pheline Roggan",7257
rudy,1993,"Drama,History",7.5,"Sean Astin,Jon Favreau,Ned Beatty",7258
i love you to death,1990,"Action,Comedy,Crime",6.4,"Kevin Kline,Tracey Ullman,William Hurt",7259
the dawn,2020,"Drama,Mystery,Thriller,Horror",5.0,"Devanny Pinn,Stacey Dash,Ryan Kiser",7260
nameless gangster,2012,"Crime,Thriller",7.1,"Min-sik Choi,Jung-woo Ha,Jin-woong Cho",7261
frida,2002,"Drama,Romance",7.4,"Salma Hayek,Alfred Molina,Geoffrey Rush",7262
the outcasts,2017,Comedy,5.5,"Victoria Justice,Eden Sher,Ashley Rickards",7263
hoop dreams,1994,Documentary,8.3,"William Gates,Arthur Agee,Emma Gates",7264
voice from the stone,2017,"Drama,Mystery,Romance",5.2,"Emilia Clarke,Marton Csokas,Caterina Murino",7265
naruto shippuden the movie the will of fire,2009,"Action,Adventure,Comedy,Drama,Fantasy,Animation",7.2,"Junko Takeuchi,Chie Nakamura,Satoshi Hino",7266
take this waltz,2011,"Drama,Comedy",6.5,"Michelle Williams,Seth Rogen,Sarah Silverman",7267
jeff who lives at home,2011,"Drama,Comedy",6.5,"Jason Segel,Ed Helms,Judy Greer",7268
teen titans trouble in tokyo,2006,"Action,Animation,Family,Science Fiction,TV Movie",7.2,"Greg Cipes,Scott Menville,Khary Payton",7269
the sand pebbles,1966,"Adventure,Drama,Romance,War",7.6,"Steve McQueen,Richard Attenborough,Richard Crenna",7270
in china they eat dogs,1999,"Action,Comedy,Crime",7.4,"Kim Bodnia,Dejan Cukic,Nikolaj Lie Kaas",7271
wolfcop,2014,"Horror,Comedy",5.5,"Leo Fafard,Amy Matysio,Sarah Lind",7272
butter,2011,Comedy,6.2,"Jennifer Garner,Yara Shahidi,Ty Burrell",7273
palm swings,2017,"Comedy,Drama,Romance",4.5,"Tia Carrere,Jason Lewis,Diane Farr",7274
5 flights up,2014,Drama,6.2,"Diane Keaton,Morgan Freeman,Cynthia Nixon",7275
defendor,2009,"Drama,Action,Comedy,Crime",6.8,"Woody Harrelson,Kat Dennings,Sandra Oh",7276
wildling,2018,"Fantasy,Drama,Thriller,Horror",5.5,"Bel Powley,Brad Dourif,Liv Tyler",7277
batman bad blood,2016,"Action,Animation,Science Fiction",6.8,"Jason O'Mara,Yvonne Strahovski,Stuart Allan",7278
the bandit,1996,"Action,Adventure,Comedy",7.0,"Burt Reynolds,Sally Field,Jerry Reed",7279
proud mary,2018,"Thriller,Action,Crime",4.9,"Taraji P. Henson,Billy Brown,Jahi Di'Allo Winston",7280
the black hole,1979,"Adventure,Family,Science Fiction,Action",6.0,"Maximilian Schell,Anthony Perkins,Robert Forster",7281
paranoid park,2007,"Mystery,Crime,Drama",6.7,"Gabe Nevins,Daniel Liu,Taylor Momsen",7282
detective dee and the mystery of the phantom flame,2010,"Action,Adventure,Drama,Mystery",6.6,"Tony Ka Fai Leung,Chao Deng,Carina Lau",7283
the kingdom,1994,"Thriller,Action,Drama",7.0,"Jamie Foxx,Chris Cooper,Jennifer Garner",7284
lego dc comics super heroes justice league gotham city breakout,2016,"Family,Adventure,Animation,Action",6.0,"Troy Baker,Eric Bauza,Greg Cipes",7285
fright night,2011,"Horror,Comedy",6.3,"Anton Yelchin,Colin Farrell,David Tennant",7286
the thaw,2009,"Horror,Science Fiction,Thriller",5.2,"Val Kilmer,Martha MacIsaac,Kyle Schmid",7287
hush,2008,"Horror,Thriller",6.6,"John Gallagher Jr.,Kate Siegel,Michael Trucco",7288
avicii true stories,2017,"Documentary,Music",7.6,"Salem Al Fakir,Avicii,Johan Bjerkelund",7289
born to be blue,2015,"Drama,Music",6.9,"Ethan Hawke,Carmen Ejogo,Callum Keith Rennie",7290
black butterfly,2017,"Thriller,Mystery",6.2,"Antonio Banderas,Jonathan Rhys Meyers,Piper Perabo",7291
get a clue,2002,"Comedy,Family,Mystery,TV Movie",5.1,"Lindsay Lohan,Bug Hall,Ian Gomez",7292
2 days in paris,2007,"Comedy,Romance",6.8,"Julie Delpy,Adam Goldberg,Daniel Brühl",7293
pistol whipped,2008,"Action,Thriller,Crime,Drama",5.2,"Steven Seagal,Paul Calderon,Renée Elise Goldsberry",7294
addicted to love,1997,"Comedy,Romance",6.1,"Meg Ryan,Matthew Broderick,Kelly Preston",7295
lamp life,2020,"Animation,Comedy,Family",6.7,"Annie Potts,Ally Maki,Jim Hanks",7296
eat drink man woman,1994,"Comedy,Drama,Romance",7.8,"Sihung Lung,Kuei-Mei Yang,Yu-Wen Wang",7297
a nightmare on elm street 3 dream warriors,1987,"Horror,Thriller",6.6,"Heather Langenkamp,Robert Englund,Craig Wasson",7298
retribution,2015,Horror,5.9,"Dennis Lipscomb,Leslie Wing,Suzanne Snyder",7299
the star wars holiday special,1978,"Adventure,Comedy,Family,Science Fiction,TV Movie",2.1,"Mickey Morton,Patty Maloney,Mark Hamill",7300
night of the creeps,1986,"Comedy,Horror,Science Fiction",6.8,"Jason Lively,Tom Atkins,Steve Marshall",7301
edison,2005,Thriller,5.3,"Morgan Freeman,Kevin Spacey,Justin Timberlake",7302
scare me,2020,Horror,4.6,"DeMarr Wright,Taylor Kilgore,Mark Justice",7303
watch out we re mad,1974,"Action,Comedy",7.5,"Terence Hill,Bud Spencer,Patty Shepard",7304
evil under the sun,1982,"Thriller,Crime,Mystery,Drama",7.1,"Peter Ustinov,James Mason,Maggie Smith",7305
soul survivors,2001,"Horror,Mystery,Thriller",3.9,"Melissa Sagemiller,Wes Bentley,Casey Affleck",7306
in cold blood,1967,"Crime,Drama",7.9,"Robert Blake,Scott Wilson,John Forsythe",7307
i m a cyborg but that s ok,2006,"Drama,Comedy,Romance",7.1,"Soo-jung Lim,Rain,Seong-hun Cheon",7308
ruby quentin,2003,"Comedy,Crime",7.1,"Gérard Depardieu,Jean Reno,Richard Berry",7309
roger me,1989,"Documentary,History,Comedy",7.4,"Michael Moore,Roger B. Smith,Rhonda Britton",7310
taxi to the dark side,2007,Documentary,7.4,"Alex Gibney,Brian Keith Allen,Moazzam Begg",7311
elegy,2008,"Drama,Romance",6.7,"Ben Kingsley,Penélope Cruz,Patricia Clarkson",7312
the twelve tasks of asterix,1976,"Family,Animation,Comedy,Adventure",7.7,"Roger Carel,Jacques Morel,Pierre Tornade",7313
the dawns here are quiet,2015,"Drama,War",6.7,"Pyotr Fyodorov,Anastasiya Mikulchina,Evgeniya Malakhova",7314
just friends,2005,"Comedy,Romance",6.2,"Ryan Reynolds,Amy Smart,Anna Faris",7315
the crossing guard,1995,"Drama,Thriller",6.3,"Jack Nicholson,David Morse,Anjelica Huston",7316
out of time,2003,"Thriller,Crime,Drama",6.5,"Denzel Washington,Sanaa Lathan,Eva Mendes",7317
damage,2009,"Action,Thriller",5.7,"Steve Austin,Walton Goggins,Laura Vandervoort",7318
le cercle rouge,1970,"Thriller,Crime",8.0,"Alain Delon,Bourvil,Gian Maria Volontè",7319
spiceworld the movie,1997,"Adventure,Fantasy,Drama,Comedy,Music",3.5,"Mel B,Emma Bunton,Melanie C",7320
the land before time vii the stone of cold fire,2000,"Adventure,Fantasy,Animation,Science Fiction,Family",5.9,"Jeff Bennett,Anndi McAfee,Thomas Dekker",7321
the driver,1978,"Action,Crime,Drama,Thriller",7.2,"Ryan O'Neal,Bruce Dern,Isabelle Adjani",7322
heartbreaker,2010,unknown,4.6,"Fernando Allende,Dawn Dunlap,Peter Gonzales Falcon",7323
burying the ex,2014,"Comedy,Horror",5.4,"Anton Yelchin,Ashley Greene,Alexandra Daddario",7324
nightwatch,1997,"Action,Drama,Horror,Mystery,Thriller",6.2,"Ewan McGregor,Nick Nolte,Anais Evans",7325
american outlaws,2001,"Action,Western",6.0,"Colin Farrell,Scott Caan,Ali Larter",7326
jim andy the great beyond featuring a very special contractually obligated mention of tony clifton,2017,"Documentary,Comedy",7.7,"Jim Carrey,Danny DeVito,Milos Forman",7327
sorority wars,2009,"Comedy,Drama,Family,TV Movie",5.8,"Lucy Hale,Courtney Thorne-Smith,Amanda Schull",7328
i am wrath,2016,"Action,Crime,Drama,Thriller",5.4,"John Travolta,Christopher Meloni,Amanda Schull",7329
ride along 2,2016,"Action,Comedy",5.9,"Ice Cube,Kevin Hart,Tika Sumpter",7330
lost in la mancha,2002,Documentary,7.3,"Terry Gilliam,Johnny Depp,Jeff Bridges",7331
reign over me,2007,Drama,7.4,"Adam Sandler,Don Cheadle,Jada Pinkett Smith",7332
rise of the footsoldier 4 marbella,2019,"Action,Crime",5.5,"Craig Fairbrass,Terry Stone,Emily Wyatt",7333
let me in,2010,"Drama,Horror,Mystery",7.1,"Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins",7334
the beatles eight days a week the touring years,2016,Documentary,7.8,"The Beatles,John Lennon,George Harrison",7335
cruel intentions 2,2000,Drama,4.4,"Robin Dunne,Sarah Thompson,Keri Lynn Pratt",7336
honey we shrunk ourselves,1997,"Adventure,Comedy,Family,Science Fiction,Action",5.0,"Rick Moranis,Eve Gordon,Bug Hall",7337
the world according to garp,1982,Drama,7.2,"Robin Williams,Mary Beth Hurt,Glenn Close",7338
the dead girl,2006,"Mystery,Drama,Crime,Thriller",6.6,"Toni Collette,Brittany Murphy,Marcia Gay Harden",7339
bedknobs and broomsticks,1971,"Adventure,Fantasy,Comedy,Family,Music",7.1,"Angela Lansbury,David Tomlinson,Roddy McDowall",7340
jesus camp,2006,Documentary,7.4,"Mike Papantonio,Lou Engle,Becky Fischer",7341
the treacherous,2015,"Drama,History",6.1,"Ji-Hoon Ju,Kang-woo Kim,Ho-jin Chun",7342
our little sister,2015,"Drama,Comedy",7.5,"Haruka Ayase,Masami Nagasawa,Kaho",7343
repulsion,1965,"Drama,Horror,Thriller",7.7,"Catherine Deneuve,Ian Hendry,John Fraser",7344
strange but true,2019,Thriller,5.7,"Nick Robinson,Amy Ryan,Greg Kinnear",7345
jarhead law of return,2019,War,5.9,"Amaury Nolasco,Devon Sawa,Jeff Pierre",7346
slumber,2017,Horror,4.7,"Maggie Q,Will Kemp,Sophia Wiseman",7347
the sand,2015,"Horror,Science Fiction",3.8,"Brooke Butler,Cleo Berry,Cynthia Murell",7348
wonder woman,2009,"Action,Adventure,Fantasy",7.4,"Gal Gadot,Chris Pine,Robin Wright",7349
hesher,2010,Drama,7.0,"Joseph Gordon-Levitt,Devin Brochu,Natalie Portman",7350
cirque du soleil worlds away,2012,"Fantasy,Family,Music,Drama",6.8,"Erica Linz,Igor Zaripov,Lutz Halbhubner",7351
the monkey king 3,2018,"Action,Adventure,Fantasy",5.5,"Aaron Kwok,Shaofeng Feng,Zanilia Zhao",7352
the invisible boy second generation,2018,Fantasy,5.1,"Ludovico Girardello,Kseniya Rappoport,Galatéa Bellugi",7353
a late quartet,2012,"Music,Drama",7.1,"Philip Seymour Hoffman,Christopher Walken,Catherine Keener",7354
the bachelors,2017,"Comedy,Drama",6.8,"J.K. Simmons,Jean Louisa Kelly,Odeya Rush",7355
the book of henry,2017,"Drama,Crime,Thriller",6.6,"Naomi Watts,Jaeden Martell,Jacob Tremblay",7356
the dinosaur project,2012,"Adventure,TV Movie",4.6,"Richard Dillane,Peter Brooke,Matt Kane",7357
what s your number,2011,"Comedy,Romance",6.1,"Anna Faris,Chris Evans,Ari Graynor",7358
absolutely fabulous the movie,2016,Comedy,5.4,"Jennifer Saunders,Joanna Lumley,Jane Horrocks",7359
superman vs the elite,2012,"Animation,Action",7.1,"George Newbern,Pauley Perrette,Robin Atkin Downes",7360
me and earl and the dying girl,2015,"Comedy,Drama",7.7,"Thomas Mann,RJ Cyler,Olivia Cooke",7361
learning to drive,2014,"Comedy,Drama,Romance",6.4,"Patricia Clarkson,Ben Kingsley,Grace Gummer",7362
fireworks,1997,"Crime,Drama,Thriller",5.3,"Philip Loch,Elis Imboden,Christian Durango",7363
my fake fiance,2009,"TV Movie,Comedy",6.4,"Melissa Joan Hart,Joey Lawrence,Jason MacDonald",7364
death race 2000,1975,"Action,Comedy,Science Fiction",6.2,"David Carradine,Sylvester Stallone,Simone Griffeth",7365
the long goodbye,1973,"Thriller,Crime,Drama,Mystery",7.6,"Elliott Gould,Nina van Pallandt,Sterling Hayden",7366
robin williams come inside my mind,2018,"Documentary,Comedy",8.0,"Robin Williams,Steve Allen,Robert Altman",7367
the awakening of motti wolkenbruch,2018,Comedy,6.6,"Joel Basman,Noémie Schmidt,Udo Samel",7368
highlander the source,2007,"Action,Fantasy",3.1,"Adrian Paul,Thekla Reuten,Cristian Solimeno",7369
about schmidt,2002,"Drama,Comedy",7.1,"Jack Nicholson,Hope Davis,Dermot Mulroney",7370
white palace,1990,"Drama,Romance",6.5,"Susan Sarandon,James Spader,Jason Alexander",7371
see you up there,2017,"Drama,Crime,Comedy,War",7.5,"Nahuel Pérez Biscayart,Albert Dupontel,Laurent Lafitte",7372
the perfect guy,2015,Thriller,5.6,"Sanaa Lathan,Michael Ealy,Morris Chestnut",7373
the ultimate gift,2006,"Romance,Drama,Family",7.3,"Drew Fuller,James Garner,Abigail Breslin",7374
we re back a dinosaur s story,1993,"Animation,Science Fiction,Family",6.1,"John Goodman,Charles Fleischer,Blaze Berdahl",7375
crooks in clover,1963,"Action,Comedy,Crime",7.9,"Lino Ventura,Bernard Blier,Francis Blanche",7376
the week of,2018,Comedy,5.1,"Adam Sandler,Chris Rock,Steve Buscemi",7377
