release_date,popularity,vote_count,genre,productions,imdb_rating,director,casts
2011,12.842,366,tv-movie drama family fantasy,disney-channel jaffe/braunstein-films,5.7,stuart-gillard,britt-robertson samuel-levi gregg-sulkin
2015,12.839,381,comedy drama romance,create-entertainment f-comme-film kamel-films lazonafilms,5.6,martín-rosete,bruce-dern brian-cox caroline-silhol
2014,12.838,1942,comedy,gulfstream-pictures happy-madison-productions karz-entertainment warner-bros.-pictures,6.5,frank-coraci,adam-sandler drew-barrymore wendi-mclendon-covey
1994,12.838,831,comedy family romance,northern-lights-entertainment universal-pictures,4.6,ivan-reitman,arnold-schwarzenegger danny-devito emma-thompson
2007,12.838,395,drama thriller,anonymous-content level-1-entertainment mid-foundation,6.8,gavin-hood,reese-witherspoon jake-gyllenhaal peter-sarsgaard
2002,12.837,1272,thriller adventure fantasy science-fiction romance,galaxy-films-inc. george-pal-productions,7.6,george-pal,rod-taylor alan-young yvette-mimieux
2020,12.836,27,action comedy crime,bona-film-group bullet-films mega-vision-pictures-(mvp) sun-entertainment-film-group,5.6,kenji-tanigaki,donnie-yen niki-chow teresa-mo
2018,12.836,17,comedy,wild-bunch,6.2,marco-petry,emma-bading janina-fautz ludwig-simon
2020,12.835,29,action thriller,im-global eon-productions global-road-entertainment babieka ingenious-media whitebeard-films,5.2,reed-morano,blake-lively richard-brake elly-curtis
2004,12.835,299,drama,imagine-entertainment friday-night-lights mdbf-filmgesellschaft-mbh-&-company-kg universal-pictures,7.2,peter-berg,billy-bob-thornton jay-hernandez derek-luke
1994,12.834,335,family animation adventure comedy,extrafilm milimetros hahn-film-ag,6.0,gerhard-hahn,roger-carel pierre-tornade henri-labussière
2016,12.832,2984,tv-movie comedy,unknown,6.0,robin-sheppard,rob-lowe anna-friel khandi-alexander
2006,12.831,464,action adventure drama history romance war,flyboys-films electric-entertainment skydance-media ingenious-media metro-goldwyn-mayer,6.5,tony-bill,james-franco jean-reno jennifer-decker
2012,12.83,562,drama romance comedy,shine-pictures uk-film-council bbc-films cbs-films lionsgate davis-films kudos,6.8,lasse-hallström,ewan-mcgregor emily-blunt amr-waked
1985,12.83,782,comedy thriller crime mystery,debra-hill-productions paramount the-guber-peters-company polygram-filmed-entertainment,7.3,jonathan-lynn,eileen-brennan tim-curry madeline-kahn
1994,12.83,338,comedy drama romance,tristar-pictures,6.4,andrew-bergman,nicolas-cage bridget-fonda rosie-perez
2003,12.829,114,comedy drama family romance,crml-productions alcon-entertainment burg/koules-productions,5.2,troy-byer,nick-cannon christina-milian jordan-burg
2000,12.829,851,comedy family,walt-disney-pictures cruella-productions,4.9,kevin-lima,glenn-close gérard-depardieu ioan-gruffudd
2014,12.828,462,horror romance,black-light-district say-ahh-productions spectrevision logan-pictures,7.0,ana-lily-amirpour,sheila-vand arash-marandi marshall-manesh
2013,12.828,1540,thriller horror drama fantasy,dimension-films mandalay-pictures red-granite-pictures,6.5,alexandre-aja,daniel-radcliffe juno-temple max-minghella
1972,12.824000000000002,785,drama science-fiction mystery romance,lightstorm-entertainment 20th-century-fox,6.2,steven-soderbergh,george-clooney natascha-mcelhone ulrich-tukur
2012,12.822,283,action drama history,studio-swan roc-works-co. warner-bros.-pictures,7.5,keishi-ohtomo,takeru-satoh emi-takei yû-aoi
2004,12.821,440,animation drama science-fiction,bandai-visual production-i.g dentsu itnddtd kodansha studio-ghibli,7.5,mamoru-oshii,akio-ôtsuka atsuko-tanaka tamio-ôki
2007,12.821,938,drama thriller,castle-rock-entertainment mirage-enterprises section-eight,7.2,tony-gilroy,george-clooney tilda-swinton tom-wilkinson
1988,12.82,396,horror science-fiction,tristar-pictures palisades-california-inc.,6.5,chuck-russell,shawnee-smith kevin-dillon donovan-leitch-jr.
1988,12.818,632,adventure comedy,paramount,5.6,john-cornell,paul-hogan linda-kozlowski john-meillon
2005,12.817,126,adventure fantasy animation drama comedy science-fiction,dentsu アニプレックス shueisha tv-tokyo pierrot bandai-visual,6.6,hirotsugu-kawasaki,junko-takeuchi shôtarô-morikubo chie-nakamura
1987,12.817,3303,crime drama history thriller,paramount,7.9,brian-de-palma,kevin-costner sean-connery robert-de-niro
2007,12.816,246,crime horror thriller,captivity-productions foresight-unlimited ramco,4.7,roland-joffé,elisha-cuthbert daniel-gillies pruitt-taylor-vince
1997,12.816,1968,horror mystery,miramax konrad-pictures maven-entertainment dimension-films,6.2,wes-craven,neve-campbell courteney-cox david-arquette
1992,12.815,1348,music comedy,paramount,7.0,penelope-spheeris,mike-myers dana-carvey rob-lowe
2015,12.814,71,family animation adventure,mattel-entertainment,6.4,unknown,kelly-sheridan kazumi-evans claire-margaret-corlett
2020,12.813,276,comedy,culprit-creative gravitas-ventures,3.8,unknown,logan-paul lorynn-york juanpa-zurita
2020,12.813,0,drama,lens-cinema,6.4,adhe-dharmastriya,yuki-kato marcell-darwin aliyah-faizah
2019,12.813,39,comedy drama,rectangle-productions nazira-films pallas-film zeyno-film abbout-productions wild-bunch possibles-média,7.1,elia-suleiman,elia-suleiman tarik-kopty kareem-ghneim
2015,12.813,1233,adventure animation family,walt-disney-pictures walt-disney-animation-studios,6.9,unknown,kristen-bell idina-menzel jonathan-groff
2001,12.813,180,crime thriller,lawrence-bender-productions,6.1,unknown,jennifer-baxter dennis-hopper vin-diesel
2018,12.812,53,drama thriller tv-movie,sunshine-films,4.4,damián-romay,rusty-joiner lucy-loken laura-bilgeri
2001,12.808,430,comedy crime romance,gravier-productions dreamworks-pictures vcl-communications,6.7,woody-allen,greg-stebner woody-allen john-tormey
1998,12.807,391,comedy music romance,paramount snl-studios,6.3,john-fortenberry,chris-kattan will-ferrell raquel-gardner
2007,12.806,841,horror thriller comedy,legendary-entertainment bad-hat-harry-productions little-sam-films warner-bros.-pictures,6.8,michael-dougherty,anna-paquin brian-cox dylan-baker
1984,12.806,971,action adventure comedy romance,slm-production-group nina-saxon-film-design el-corazon-producciones-s.a. 20th-century-fox,6.9,robert-zemeckis,michael-douglas kathleen-turner danny-devito
2004,12.805,537,comedy,di-novi-pictures dualstar-productions warner-bros.-pictures,5.0,dennie-gordon,mary-kate-olsen ashley-olsen eugene-levy
2007,12.805,834,adventure action science-fiction,marvel-studios,8.4,unknown,robert-downey-jr. chris-hemsworth mark-ruffalo
2010,12.804,391,crime drama action thriller science-fiction,namco light-song-films,4.8,dwight-h.-little,jonathan-patrick-foo kelly-overton cary-hiroyuki-tagawa
2009,12.804,241,action adventure science-fiction thriller,hyde-park-films 20th-century-fox capcom,3.7,andrzej-bartkowiak,kristin-kreuk neal-mcdonough michael-clarke-duncan
1991,12.804,556,drama adventure,fine-line-features,7.1,gus-van-sant,river-phoenix keanu-reeves james-russo
2014,12.803,90,drama,ksm-film,5.7,oren-moverman,richard-gere ben-vereen jena-malone
1995,12.803,331,comedy romance,worldwide paramount mirage-enterprises sandollar-productions constellation-entertainment mont-blanc-entertainment-gmbh scott-rudin-productions,6.3,sydney-pollack,harrison-ford julia-ormond greg-kinnear
2005,12.800999999999998,760,drama horror crime,cinelamda-internationale-filmproduktionsgesellschaft lions-gate-films cinerenta-medienbeteiligungs-kg firm-films devil's-rejects-inc. entache-entertainment creep-entertainment-international spectacle-entertainment-group,6.8,rob-zombie,sid-haig sheri-moon-zombie bill-moseley
2020,12.8,0,horror,millman-productions proportion-productions,2.8,rebecca-matthews,jon-callaway abi-casson-thompson kate-lush
1945,12.798,387,unknown,unknown,7.4,laura-muscardin,vito-annichiarico renzo-rossellini marcella-de-marchis
2000,12.796,754,comedy,melco-crown-entertainment-(mce) ratpac-dune-entertainment,6.6,martin-scorsese,robert-de-niro leonardo-dicaprio brad-pitt
2008,12.792,831,animation family adventure fantasy,disneytoon-studios prana-animation-studios,6.8,bradley-raymond,mae-whitman kristin-chenoweth raven-symoné
2010,12.79,1496,comedy adventure family fantasy,dune-entertainment davis-entertainment dune-entertainment-iii 20th-century-fox,4.9,rob-letterman,jack-black emily-blunt jason-segel
2015,12.789,280,drama fantasy music,blumhouse-productions chu-studios sb-projects,4.1,jon-m.-chu,aubrey-peeples stefanie-scott aurora-perrineau
1995,12.789,1044,drama crime,new-line-cinema island-pictures,7.3,scott-kalvert,leonardo-dicaprio lorraine-bracco marilyn-sokol
2005,12.788,537,comedy romance,columbia-pictures regency-enterprises 3-arts-entertainment tall-trees-productions,5.9,kevin-rodney-sullivan,ashton-kutcher bernie-mac zoe-saldana
2000,12.788,78,music comedy,fragile-films tiger-aspect-productions icon-productions,5.6,ed-bye,harry-enfield kathy-burke rhys-ifans
1998,12.788,2417,action adventure drama history,united-artists metro-goldwyn-mayer,6.5,randall-wallace,leonardo-dicaprio jeremy-irons john-malkovich
1982,12.788,345,fantasy drama mystery,cinematograph-ab svenska-filminstitutet svt gaumont personafilm tobis,8.1,ingmar-bergman,bertil-guve pernilla-allwin kristina-adolphson
2006,12.787,435,comedy music drama,new-line-cinema tiara-blu-films,6.6,liz-friedlander,antonio-banderas rob-brown yaya-dacosta
2015,12.784,192,drama war romance,kinodel,7.1,sergey-mokritskiy,yuliya-peresild evgeniy-tsyganov oleg-vasilkov
2016,12.783,701,drama mystery thriller,sirena-film scope-pictures poisson-rouge-pictures detailfilm cg-cinéma vortex-sutra canal+ arte-france-cinéma,6.1,olivier-assayas,kristen-stewart lars-eidinger sigrid-bouaziz
2015,12.781,234,thriller mystery science-fiction,soapbox-films pop-films,5.5,jacob-gentry,chad-mcknight brianne-davis aj-bowen
2010,12.781,277,drama romance,morena-films alicia-produce intervenciones-novo-film-2006-aie instituto-de-la-cinematografía-y-de-las-artes-audiovisuales canal+-españa wild-bunch tve,6.1,julio-medem,elena-anaya natasha-yarovenko enrico-lo-verso
2007,12.781,130,comedy romance drama,supino-pictures nala-films,5.5,eric-amadio,marc-blucas jose-pablo-cantillo emmanuelle-chriqui
2008,12.781,623,action crime thriller,virtual-studios saturn-films international-production-company blue-star-pictures living-films bangkok-dangerous gk-films,5.4,unknown,nicolas-cage charlie-yeung shahkrit-yamnarm
2006,12.779000000000002,382,comedy,happy-madison-productions 20th-century-fox,7.0,nicholaus-goossen,allen-covert linda-cardellini shirley-jones
2004,12.777,834,drama thriller mystery,clinica-estetico paramount scott-rudin-productions,6.6,jonathan-demme,denzel-washington liev-schreiber meryl-streep
1965,12.777,134,action adventure comedy family romance western,warner-bros.-pictures,7.3,blake-edwards,tony-curtis natalie-wood jack-lemmon
2009,12.776,226,action adventure science-fiction fantasy,wrigley-pictures new-line-cinema 7-bucks-entertainment asap-entertainment flynn-picture-company twisted-media,6.1,brad-peyton,dwayne-johnson naomie-harris malin-akerman
2009,12.774,872,drama horror mystery thriller,macdonald/parkes-productions vertigo-entertainment cold-spring-pictures the-montecito-picture-company medien-5-filmproduktion dreamworks-pictures,6.4,unknown,emily-browning arielle-kebbel elizabeth-banks
2000,12.774,317,comedy drama,paramount curtis-hanson-productions bbc mff-feature-film-productions marubeni mutual-film-company scott-rudin-productions toho-towa,7.3,curtis-hanson,michael-douglas tobey-maguire frances-mcdormand
2016,12.773,468,drama history,patrick-aiello-productions ld-entertainment affirm-films columbia-pictures,6.3,kevin-reynolds,joseph-fiennes tom-felton peter-firth
2013,12.767,2284,drama crime,pathé-distribution american-zoetrope nala-films studiocanal,5.6,sofia-coppola,katie-chang israel-broussard emma-watson
1993,12.767,244,drama history war,b.a.-produktion bavaria-film perathon-film-und-fernsehproduktions royal-film,7.5,joseph-vilsmaier,dominique-horwitz thomas-kretschmann jochen-nickel
2006,12.767,2221,drama,babel-productions-inc. paramount paramount-vantage mrc anonymous-content central-films,7.4,alejandro-g.-iñárritu,brad-pitt cate-blanchett gael-garcía-bernal
2019,12.765,336,thriller drama mystery,mad-as-birds head-gear-films kodiak-pictures metrol-technology cross-creek-pictures iwood-studios creative-scotland g-base,5.8,kristoffer-nyholm,peter-mullan gerard-butler emma-king
2010,12.762,1948,drama romance,cottage-industries incentive-filmed-entertainment silverwood-films hunting-lane-films chrysler-corporation shade-pictures motel-movies,7.4,derek-cianfrance,ryan-gosling michelle-williams john-doman
1984,12.762,350,drama history war,goldcrest enigma-productions international-film-investors,7.8,roland-joffé,sam-waterston haing-s.-ngor john-malkovich
2014,12.761,589,drama comedy,right-of-way-films paramount,6.7,jason-reitman,kaitlyn-dever rosemarie-dewitt ansel-elgort
2018,12.76,38,mystery adventure drama,sreda,5.8,egor-baranov,alexander-petrov evgeniy-stychkin artyom-suchkov
1992,12.759,768,action thriller,alcor-films regency-enterprises warner-bros.-pictures canal+,6.5,andrew-davis,steven-seagal gary-busey tommy-lee-jones
1984,12.755,311,comedy,twin-continental bachelor-party-productions aspect-ratio-film,6.3,neal-israel,tom-hanks tawny-kitaen adrian-zmed
1979,12.754,1212,drama,columbia-pictures,7.8,robert-benton,dustin-hoffman meryl-streep jane-alexander
2010,12.752,512,comedy drama romance,gravier-productions atresmedia,6.3,woody-allen,anthony-hopkins naomi-watts josh-brolin
2009,12.752,453,comedy romance,fox-atomic 1492-pictures bece-canada-productions dune-entertainment-iii ingenious-media,5.3,chris-columbus,hayden-panettiere paul-rust jack-carpenter
2009,12.752,1122,comedy adventure,columbia-pictures apatow-productions ocean-pictures,4.9,harold-ramis,jack-black michael-cera olivia-wilde
2015,12.751,698,drama,ingenious-media hanway-films scope-pictures recorded-picture-company northern-ireland-screen,5.6,ben-wheatley,tom-hiddleston jeremy-irons sienna-miller
2019,12.749,78,adventure comedy drama thriller crime history,k&s-films,7.4,sebastián-borensztein,ricardo-darín luis-brandoni verónica-llinás
2014,12.749,491,animation action,dc-entertainment warner-bros.-animation dc-comics,7.3,jay-oliva,sean-astin zach-callison christopher-gorham
1992,12.749,637,crime drama mystery,zupnik-cinema-group-ii new-line-cinema ggr,7.7,james-foley,al-pacino jack-lemmon alec-baldwin
2008,12.748,360,comedy romance,team-todd yari-film-group-(yfg) blumhouse-productions,5.6,griffin-dunne,uma-thurman jeffrey-dean-morgan justina-machado
2015,12.743,439,thriller fantasy horror mystery,midnight-kitchen-productions voltage-pictures ptg-nevada,5.2,uli-edel,nicolas-cage sarah-wayne-callies veronica-ferres
1993,12.743,434,crime action mystery thriller,columbia-pictures arnon-milchan-productions,5.9,rowdy-herrington,bruce-willis sarah-jessica-parker dennis-farina
1947,12.742,189,animation family music,walt-disney-productions,6.6,unknown,edgar-bergen dinah-shore luana-patten
2004,12.741,534,music drama romance,brookwell-mcnamara-entertainment new-line-cinema filmengine chickflick-productions,5.9,sean-mcnamara,hilary-duff john-corbett rebecca-de-mornay
2006,12.741,656,action comedy western crime,a.j.o.z.-films ultra-films tps-star europacorp canal+ tf1-films-production,5.7,unknown,penélope-cruz salma-hayek steve-zahn
2016,12.737,1066,crime drama thriller,good-films-collective,7.0,brad-furman,bryan-cranston john-leguizamo diane-kruger
1962,12.737,561,western,paramount john-ford-productions,8.1,john-ford,james-stewart john-wayne vera-miles
